CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
10954;34;19/01/2019;M;C;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11035;971;19/01/2019;F;A;66;66;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
11095;571;19/01/2019;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11100;460;19/01/2019;F;B;61;61;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11112;551;23/01/2019;M;C;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11181;717;23/01/2019;F;B;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
11195;926;23/01/2019;M;B;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11270;951;23/01/2019;M;B;27;27;5;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
11272;626;23/01/2019;M;C;66;66;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11279;914;23/01/2019;M;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11288;735;23/01/2019;F;B;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11376;166;23/01/2019;F;B;53;53;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11454;883;23/01/2019;M;B;49;49;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11508;710;23/01/2019;F;C;29;29;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
11607;337;23/01/2019;M;B;44;44;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11626;897;23/01/2019;M;C;37;37;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
11679;387;23/01/2019;M;B;13;13;3;['ALIMENTOS', 'HIGIENE', 'PET']
11740;768;23/01/2019;F;B;13;13;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
11792;245;23/01/2019;F;B;13;13;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
11800;421;23/01/2019;M;C;1;1;1;['HIGIENE']
11843;938;23/01/2019;M;B;71;71;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11923;115;23/01/2019;M;B;21;21;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
11982;42;23/01/2019;M;B;4;4;3;['ACESSORIOS', 'ALIMENTOS', 'LIMPEZA']
11983;750;23/01/2019;M;C;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12044;110;23/01/2019;M;C;19;19;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12110;589;23/01/2019;F;C;17;17;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
12159;10;23/01/2019;M;B;37;37;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
12251;15;29/01/2019;M;C;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12295;472;29/01/2019;M;C;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
12344;969;29/01/2019;M;B;62;62;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12414;243;29/01/2019;F;C;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12457;842;29/01/2019;M;B;63;63;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12550;39;29/01/2019;M;C;77;77;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12580;359;29/01/2019;F;B;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12649;536;29/01/2019;M;B;48;48;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12655;570;29/01/2019;F;C;48;48;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12717;766;29/01/2019;F;B;10;10;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
12748;790;29/01/2019;F;B;17;17;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12754;987;29/01/2019;F;B;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12783;684;29/01/2019;F;C;54;54;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12870;625;29/01/2019;F;C;67;67;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12887;408;29/01/2019;F;B;33;33;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12913;192;29/01/2019;F;B;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
12930;630;29/01/2019;M;C;46;46;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13002;799;29/01/2019;M;C;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13037;751;29/01/2019;F;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13068;396;29/01/2019;F;B;3;3;2;['ALIMENTOS', 'HIGIENE']
13112;57;29/01/2019;M;B;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13197;71;29/01/2019;F;B;11;11;4;['ALIMENTOS', 'BEBIDAS', 'LIMPEZA', 'PET']
13266;396;29/01/2019;F;B;75;75;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13284;310;29/01/2019;M;C;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
13350;171;29/01/2019;F;B;52;52;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13414;279;29/01/2019;M;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13444;20;29/01/2019;M;B;23;23;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
13455;82;29/01/2019;F;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13460;303;29/01/2019;M;B;29;29;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13476;629;29/01/2019;M;C;44;44;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
13555;828;29/01/2019;F;B;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13638;455;29/01/2019;F;C;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13695;447;29/01/2019;M;B;48;48;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
13721;603;29/01/2019;M;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13773;734;29/01/2019;F;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13788;971;29/01/2019;F;A;44;44;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13836;872;29/01/2019;M;A;12;12;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
13868;908;29/01/2019;M;C;36;36;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
13935;960;29/01/2019;F;B;44;44;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
13992;533;29/01/2019;F;A;11;11;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
14046;869;29/01/2019;F;B;32;32;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
14063;524;29/01/2019;F;C;31;31;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
14076;157;29/01/2019;M;C;14;14;2;['ALIMENTOS', 'LIMPEZA']
14094;251;29/01/2019;F;C;21;21;5;['#N/D', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
14158;476;29/01/2019;M;C;26;26;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
14249;975;29/01/2019;F;B;19;19;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
14347;577;29/01/2019;M;C;6;6;2;['ALIMENTOS', 'HIGIENE']
14418;753;29/01/2019;F;C;35;35;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14421;335;29/01/2019;F;C;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14422;752;29/01/2019;M;C;30;30;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
14448;457;29/01/2019;M;C;12;12;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
14486;567;29/01/2019;F;C;48;48;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14497;392;29/01/2019;M;C;35;35;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14518;901;29/01/2019;F;B;67;67;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14597;427;29/01/2019;M;B;60;60;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14605;389;29/01/2019;F;C;8;8;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
14644;810;29/01/2019;M;B;25;25;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
14704;187;29/01/2019;M;B;43;43;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
14741;10;29/01/2019;M;B;25;25;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
14816;792;29/01/2019;F;B;9;9;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
14822;657;29/01/2019;M;B;71;71;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
14876;488;29/01/2019;M;B;9;9;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
14940;871;29/01/2019;F;C;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15013;448;29/01/2019;F;A;45;45;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15106;61;29/01/2019;M;B;26;26;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
15130;675;29/01/2019;M;B;38;38;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15174;965;29/01/2019;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15197;742;29/01/2019;M;C;50;50;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15227;976;29/01/2019;M;B;14;14;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
15229;299;29/01/2019;F;C;77;77;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15319;368;29/01/2019;M;C;9;9;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
15410;121;29/01/2019;F;B;24;24;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15412;129;29/01/2019;M;A;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
15481;956;29/01/2019;M;C;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15526;565;29/01/2019;F;B;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15606;300;29/01/2019;F;C;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15625;884;29/01/2019;F;C;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15628;237;29/01/2019;F;C;39;39;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
15703;994;29/01/2019;M;C;49;49;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15772;87;29/01/2019;M;A;33;33;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
15869;275;02/05/2019;M;B;44;44;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15909;444;02/05/2019;F;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
15951;475;02/05/2019;F;B;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16049;267;02/05/2019;F;B;54;54;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16128;222;02/05/2019;F;B;29;29;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16221;468;02/05/2019;M;C;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16295;934;02/05/2019;F;B;42;42;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16366;591;02/05/2019;M;B;51;51;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
16381;60;02/05/2019;F;B;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16441;855;02/05/2019;M;C;2;2;2;['HIGIENE', 'LIMPEZA']
16469;980;02/05/2019;F;B;11;11;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
16559;188;02/05/2019;M;B;44;44;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16577;715;02/05/2019;F;B;47;47;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16605;493;02/05/2019;M;B;52;52;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
16636;522;02/05/2019;M;A;15;15;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
16703;473;02/05/2019;F;B;59;59;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16707;499;02/05/2019;M;B;19;19;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
16753;686;02/05/2019;F;A;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
16766;626;02/05/2019;M;C;43;43;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
16847;383;02/05/2019;M;C;7;7;2;['ALIMENTOS', 'LIMPEZA']
16912;200;02/05/2019;F;B;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17001;724;02/05/2019;M;B;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17072;315;02/05/2019;F;B;48;48;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17107;830;02/05/2019;F;B;55;55;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17201;523;02/05/2019;M;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17268;766;02/05/2019;F;B;8;8;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
17356;433;02/05/2019;M;B;79;79;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17368;614;02/05/2019;F;B;14;14;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17453;495;02/05/2019;F;A;50;50;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17503;820;02/05/2019;M;B;38;38;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17565;539;02/05/2019;M;C;67;67;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17659;721;02/05/2019;M;C;14;14;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17686;61;02/05/2019;M;B;32;32;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17689;908;02/05/2019;M;C;44;44;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17710;70;02/05/2019;F;B;17;17;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
17756;512;02/05/2019;M;B;55;55;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17841;709;02/05/2019;F;B;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
17850;795;02/05/2019;F;B;3;3;1;['ALIMENTOS']
17920;161;02/05/2019;M;B;16;16;5;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17936;634;02/05/2019;F;C;41;41;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
17982;270;02/05/2019;F;B;28;28;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
18056;769;02/05/2019;F;C;36;36;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
18076;140;02/05/2019;F;C;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18125;589;02/05/2019;F;C;3;3;2;['ALIMENTOS', 'HIGIENE']
18178;353;02/05/2019;M;B;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18236;337;02/05/2019;M;B;57;57;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
18242;408;02/05/2019;F;B;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18269;79;02/05/2019;F;C;9;9;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
18272;338;02/05/2019;M;B;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18370;872;02/05/2019;M;A;25;25;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
18424;863;02/05/2019;F;B;11;11;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
18498;844;02/05/2019;F;A;62;62;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18541;755;02/05/2019;M;B;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18552;964;02/05/2019;M;B;25;25;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
18623;550;02/05/2019;M;B;14;14;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
18645;753;02/05/2019;F;C;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18687;825;02/05/2019;M;C;68;68;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18720;658;02/05/2019;F;B;34;34;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18800;655;02/05/2019;M;B;72;72;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18878;981;02/05/2019;F;C;31;31;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
18914;573;02/05/2019;F;C;40;40;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
18954;469;02/05/2019;M;C;5;5;2;['ALIMENTOS', 'LIMPEZA']
19035;559;02/05/2019;F;A;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19078;598;02/05/2019;F;B;15;15;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
19084;922;02/05/2019;M;B;13;13;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19100;218;02/05/2019;M;B;10;10;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
19197;15;02/05/2019;M;C;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19274;937;02/05/2019;M;C;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19365;145;02/05/2019;M;B;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19382;819;02/05/2019;M;B;46;46;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19422;548;02/05/2019;F;C;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19511;479;02/05/2019;F;B;42;42;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19561;777;02/05/2019;F;B;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19581;179;02/05/2019;F;B;23;23;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19677;737;02/05/2019;F;C;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19735;561;02/05/2019;M;B;51;51;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19823;618;02/05/2019;M;B;44;44;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19846;317;02/05/2019;M;B;23;23;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
19904;978;02/05/2019;F;C;23;23;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19935;563;02/05/2019;M;B;23;23;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
19949;696;02/05/2019;M;B;65;65;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
19977;453;02/05/2019;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20047;669;02/05/2019;F;B;25;25;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20057;242;02/05/2019;F;B;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20139;814;02/05/2019;M;B;28;28;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20173;306;02/05/2019;F;B;55;55;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20255;625;02/05/2019;F;C;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20281;469;02/05/2019;M;C;32;32;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20328;636;02/05/2019;M;B;75;75;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20388;961;02/05/2019;F;C;16;16;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'PET']
20479;43;02/05/2019;M;B;48;48;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20550;319;02/05/2019;M;B;21;21;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
20646;74;02/06/2019;M;C;25;25;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
20709;207;02/06/2019;F;B;62;62;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20774;3;02/06/2019;F;B;64;64;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
20809;614;02/06/2019;F;B;36;36;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
